ADM1,ADM2,ADM3,Pop,Mã,Tên Tiếng Anh,Cấp,Mã QH,Mã TP,lat,lon,most_similar,level,most_similar_d,lat_m,lon_m,closest_distance
Tỉnh Bắc Giang,Huyện Tân Yên,Liên Chung,7535,7357.0,,Xã,216.0,24.0,21.36,106.17056,1284,Rất tốt,6.90820000002136e-06,21.36031,106.17317,272.472655267036
Tỉnh Bắc Giang,Huyện Tân Yên,Ngọc Thiện,13544,7360.0,,Xã,216.0,24.0,,,-1,Khá,,21.15035,107.36734,
Tỉnh Bắc Giang,Huyện Tân Yên,Ngọc Lý,7878,7363.0,,Xã,216.0,24.0,21.34139,106.11167,2456,Tốt,1.5628999999971276e-06,21.34137,106.11292,129.48177345007446
Tỉnh Bắc Giang,Huyện Tân Yên,Quế Nham,8975,7366.0,,Xã,216.0,24.0,21.32639,106.16611,1283,Tốt,8.79679999999191e-06,21.32347,106.16663,329.1264764950896
Tỉnh Bắc Giang,Huyện Lạng Giang,Kép,2246,7399.0,,Thị trấn,217.0,24.0,,,-1,Khá,,21.15035,107.36734,
Tỉnh Bắc Giang,Huyện Lạng Giang,Vôi,7500,7375.0,,Thị trấn,217.0,24.0,,,-1,Khá,,21.15035,107.36734,
Tỉnh Bắc Giang,Huyện Lạng Giang,Nghĩa Hòa,7988,7378.0,,Xã,217.0,24.0,21.44167,106.25056,1134,Khá,9.289249999984402e-05,21.43481,106.24379,1035.78378522133
Tỉnh Bắc Giang,Huyện Lạng Giang,Nghĩa Hưng,6478,7381.0,,Xã,217.0,24.0,21.43972,106.21611,1133,Tốt,6.858899999973294e-06,21.43927,106.21869,271.67949217472983
Tỉnh Bắc Giang,Huyện Lạng Giang,Quang Thịnh,9582,7384.0,,Xã,217.0,24.0,21.44194,106.26778,1135,Khá,4.346500000002201e-05,21.43715,106.27231,709.5884728401546
Tỉnh Bắc Giang,Huyện Lạng Giang,Hương Sơn,14942,7387.0,,Xã,217.0,24.0,21.41139,106.31167,1138,Khá,5.8020500000062556e-05,21.40438,106.30869,838.3048635578601
Tỉnh Bắc Giang,Huyện Lạng Giang,Đào Mỹ,8365,7390.0,,Xã,217.0,24.0,21.42333,106.20083,1132,Rất tốt,2.8389700000092154e-05,21.42289,106.20614,551.8235729998239
Tỉnh Bắc Giang,Huyện Lạng Giang,Tiên Lục,13103,7393.0,,Xã,217.0,24.0,21.40583,106.20639,1131,Tốt,4.3096100000001554e-05,21.39927,106.20614,729.8977379480472
Tỉnh Bắc Giang,Huyện Lạng Giang,An Hà,9263,7396.0,,Xã,217.0,24.0,21.41583,106.23583,1136,Tốt,1.035699999999457e-06,21.41544,106.23677,106.53251495213388
Tỉnh Bắc Giang,Huyện Lạng Giang,Tân Thịnh,9994,,,,,,,,-1,Khá,,21.15035,107.36734,
Tỉnh Bắc Giang,Huyện Lạng Giang,Mỹ Hà,6919,7402.0,,Xã,217.0,24.0,21.40278,106.17639,1130,Tốt,7.577299999994502e-06,21.40076,106.17826,296.5313851657446
Tỉnh Bắc Giang,Huyện Lạng Giang,Hương Lạc,9178,7405.0,,Xã,217.0,24.0,21.38667,106.26278,2446,Khá,1.7791700000004558e-05,21.38693,106.26699,436.8527926222655
Tỉnh Bắc Giang,Huyện Lạng Giang,Dương Đức,7313,7408.0,,Xã,217.0,24.0,21.36528,106.18944,1147,Tốt,2.12330000000128e-05,21.36587,106.19401,477.7631774126853
Tỉnh Bắc Giang,Huyện Lạng Giang,Tân Thanh,10962,7411.0,,Xã,217.0,24.0,21.36833,106.22444,1147,Tốt,0.0009320364999997234,21.36587,106.19401,3162.93666568152
Tỉnh Bắc Giang,Huyện Lạng Giang,Yên Mỹ,7321,7414.0,,Xã,217.0,24.0,21.36361,106.26083,1140,Tốt,1.4102500000003721e-05,21.36736,106.26103,417.4949859182608
Tỉnh Bắc Giang,Huyện Lạng Giang,Tân Hưng,11387,7417.0,,Xã,217.0,24.0,,,-1,Khá,,21.15035,107.36734,
Tỉnh Bắc Giang,Huyện Lạng Giang,Mỹ Thái,9779,7420.0,,Xã,217.0,24.0,21.33806,106.21583,1145,Khá,6.385000000021753e-07,21.33885,106.21571,88.718874217093
Tỉnh Bắc Giang,Huyện Lạng Giang,Phi Mô,9859,,,,,,,,-1,Khá,,21.15035,107.36734,
Tỉnh Bắc Giang,Huyện Lạng Giang,Xương Lâm,9343,7426.0,,Xã,217.0,24.0,21.33306,106.27417,1141,Khá,5.478099999996841e-06,21.3314,106.27252,251.55194804230857
Tỉnh Bắc Giang,Huyện Lạng Giang,Xuân Hương,13980,7429.0,,Xã,217.0,24.0,,,-1,Khá,,21.15035,107.36734,
Tỉnh Bắc Giang,Huyện Lạng Giang,Tân Dĩnh,13864,7432.0,,Xã,217.0,24.0,21.31139,106.24167,1143,Tốt,1.4064999999990928e-05,21.30864,106.24422,404.08634377421214
Tỉnh Bắc Giang,Huyện Lạng Giang,Đại Lâm,6888,7435.0,,Xã,217.0,24.0,21.30861,106.28417,2447,Khá,0.0001632264999999587,21.29757,106.2906,1396.6785293456144
Tỉnh Bắc Giang,Huyện Lạng Giang,Thái Đào,10742,7438.0,,Xã,217.0,24.0,,,-1,Khá,,21.15035,107.36734,
Tỉnh Bắc Giang,Huyện Lục Nam,Đồi Ngô,9454,7444.0,,Thị trấn,218.0,24.0,,,-1,Khá,,21.15035,107.36734,
Tỉnh Bắc Giang,Huyện Lục Nam,Lục Nam,3521,,,,,,,,-1,Khá,,21.15035,107.36734,
Tỉnh Bắc Giang,Huyện Lục Nam,Đông Hưng,10217,7450.0,,Xã,218.0,24.0,21.38583,106.44333,1151,Rất tốt,0.00031994649999983086,21.37842,106.45961,1876.2533711835194
Tỉnh Bắc Giang,Huyện Lục Nam,Đông Phú,10844,7453.0,,Xã,218.0,24.0,21.37278,106.41972,1150,Tốt,1.8528100000005505e-05,21.36878,106.42131,474.27467168761945
Tỉnh Bắc Giang,Huyện Lục Nam,Tam Dị,16962,7456.0,,Xã,218.0,24.0,21.35944,106.39083,1298,Rất tốt,0.00012623399999989377,21.35062,106.38387,1217.1174147595332
Tỉnh Bắc Giang,Huyện Lục Nam,Bảo Sơn,14149,7459.0,,Xã,218.0,24.0,21.36944,106.33833,1149,Khá,4.356640000005483e-05,21.36452,106.34273,711.9643750450871
Tỉnh Bắc Giang,Huyện Lục Nam,Bảo Đài,9903,7462.0,,Xã,218.0,24.0,21.33389,106.36278,1171,Rất tốt,2.945300000001172e-06,21.33231,106.36345,188.896956473371
Tỉnh Bắc Giang,Huyện Lục Nam,Thanh Lâm,10082,7465.0,,Xã,218.0,24.0,,,-1,Khá,,21.15035,107.36734,
Tỉnh Bắc Giang,Huyện Lục Nam,Tiên Nha,4703,7468.0,,Xã,218.0,24.0,21.32222,106.43,1152,Khá,3.1400000000265755e-07,21.32254,106.42954,59.46830081124608
Tỉnh Bắc Giang,Huyện Lục Nam,Trường Giang,2921,7471.0,,Xã,218.0,24.0,,,-1,Khá,,21.15035,107.36734,
Tỉnh Bắc Giang,Huyện Lục Nam,Tiên Hưng,6841,,,,,,,,-1,Khá,,21.15035,107.36734,
Tỉnh Bắc Giang,Huyện Lục Nam,Phương Sơn,8028,7477.0,,Thị trấn,218.0,24.0,,,-1,Khá,,21.15035,107.36734,
Tỉnh Bắc Giang,Huyện Lục Nam,Chu Điện,11621,7480.0,,Xã,218.0,24.0,21.30333,106.36,1169,Rất tốt,2.6901199999976275e-05,21.29857,106.35794,570.6933036598639
Tỉnh Bắc Giang,Huyện Lục Nam,Cương Sơn,5893,7483.0,,Xã,218.0,24.0,21.29639,106.42444,1153,Tốt,1.4532499999950984e-05,21.29332,106.4267,413.9507278956659
Tỉnh Bắc Giang,Huyện Lục Nam,Nghĩa Phương,15407,7486.0,,Xã,218.0,24.0,21.27222,106.46917,1154,Tốt,9.994500000063086e-06,21.27171,106.46605,328.2276479943713
Tỉnh Bắc Giang,Huyện Lục Nam,Vô Tranh,9304,7489.0,,Xã,218.0,24.0,21.26694,106.53083,1155,Tốt,2.161850000000656e-05,21.26242,106.52974,515.1365121776614
Tỉnh Bắc Giang,Huyện Lục Nam,Bình Sơn,6996,7492.0,,Xã,218.0,24.0,21.26389,106.625,1157,Tốt,0.0003200775999999717,21.25863,106.6079,1866.046347873069
Tỉnh Bắc Giang,Huyện Lục Nam,Lan Mẫu,8354,7495.0,,Xã,218.0,24.0,21.26861,106.31944,1166,Tốt,5.474340000005097e-05,21.27446,106.31491,802.1658909314552
Tỉnh Bắc Giang,Huyện Lục Nam,Yên Sơn,10345,7498.0,,Xã,218.0,24.0,,,-1,Khá,,21.15035,107.36734,
Tỉnh Bắc Giang,Huyện Lục Nam,Khám Lạng,6029,7501.0,,Xã,218.0,24.0,21.2675,106.38056,1165,Rất tốt,6.64520000000353e-05,21.26896,106.38858,846.7547020221859
Tỉnh Bắc Giang,Huyện Lục Nam,Huyền Sơn,5637,7504.0,,Xã,218.0,24.0,,,-1,Khá,,21.15035,107.36734,
Tỉnh Bắc Giang,Huyện Lục Nam,Trường Sơn,6313,7507.0,,Xã,218.0,24.0,21.23444,106.56139,1156,Tốt,4.276100000005854e-06,21.23625,106.56039,226.38236863281756
Tỉnh Bắc Giang,Huyện Lục Nam,Lục Sơn,7775,7510.0,,Xã,218.0,24.0,21.2175,106.62222,1158,Khá,1.6995700000059286e-05,21.21456,106.62511,443.4140862935883
Tỉnh Bắc Giang,Huyện Lục Nam,Bắc Lũng,7503,7513.0,,Xã,218.0,24.0,21.25722,106.36694,1160,Rất tốt,1.511770000000139e-05,21.25346,106.36793,430.4965981582347
Tỉnh Bắc Giang,Huyện Lục Nam,Vũ Xá,3556,7516.0,,Xã,218.0,24.0,21.22778,106.34472,1163,Tốt,8.399700000000496e-05,21.22661,106.35381,951.1234167167538
Tỉnh Bắc Giang,Huyện Lục Nam,Cẩm Lý,8586,7519.0,,Xã,218.0,24.0,21.21111,106.38083,1161,Rất tốt,1.0430800000011435e-05,21.21249,106.37791,339.3649935908738
Tỉnh Bắc Giang,Huyện Lục Nam,Đan Hội,5250,7522.0,,Xã,218.0,24.0,21.18833,106.33306,1162,Tốt,9.523279999999702e-05,21.18151,106.34004,1048.2453944599033
Tỉnh Bắc Giang,Huyện Lục Ngạn,Chũ,8113,7525.0,,Thị trấn,219.0,24.0,21.3820872,106.587715,2449,Tốt,0.00013612735683998827,21.37138,106.59235,1283.6784197814845
Tỉnh Bắc Giang,Huyện Lục Ngạn,Cấm Sơn,4473,7528.0,,Xã,219.0,24.0,21.57222,106.57667,1189,Tốt,5.079729999986957e-05,21.57429,106.56985,741.837645184441
Tỉnh Bắc Giang,Huyện Lục Ngạn,Tân Sơn,8431,7531.0,,Xã,219.0,24.0,21.57111,106.63889,1188,Khá,7.239999999886672e-07,21.57153,106.63963,89.64677800471765
Tỉnh Bắc Giang,Huyện Lục Ngạn,Phong Minh,2717,7534.0,,Xã,219.0,24.0,21.54389,106.73583,1186,Khá,0.00023526409999999258,21.52884,106.73879,1701.2584638004844
Tỉnh Bắc Giang,Huyện Lục Ngạn,Phong Vân,5380,7537.0,,Xã,219.0,24.0,21.35778,106.66889,1181,Tốt,0.0005515132999999585,21.36605,106.69087,2454.893552750072
Tỉnh Bắc Giang,Huyện Lục Ngạn,Xa Lý,3029,7540.0,,Xã,219.0,24.0,,,-1,Khá,,21.15035,107.36734,
Tỉnh Bắc Giang,Huyện Lục Ngạn,Hộ Đáp,4471,7543.0,,Xã,219.0,24.0,21.51139,106.6125,1190,Tốt,2.8178000000125305e-06,21.51002,106.61347,182.41714732261028
Tỉnh Bắc Giang,Huyện Lục Ngạn,Sơn Hải,3801,7546.0,,Xã,219.0,24.0,21.50861,106.5475,1192,Rất tốt,4.035620000009148e-05,21.50772,106.55379,658.1948821093055
Tỉnh Bắc Giang,Huyện Lục Ngạn,Thanh Hải,16395,7549.0,,Xã,219.0,24.0,21.43361,106.58389,1193,Tốt,3.8389000000001966e-05,21.42968,106.58868,660.8919879198103
Tỉnh Bắc Giang,Huyện Lục Ngạn,Kiên Lao,6657,7552.0,,Xã,219.0,24.0,21.61028,106.49917,2211,Khá,0.0005974169000006012,21.60816,106.47482,2528.312659269115
Tỉnh Bắc Giang,Huyện Lục Ngạn,Biên Sơn,7770,7555.0,,Xã,219.0,24.0,21.45722,106.62472,1191,Khá,2.6677799999977415e-05,21.45539,106.61989,539.6828584279631
Tỉnh Bắc Giang,Huyện Lục Ngạn,Kiên Thành,9783,7558.0,,Xã,219.0,24.0,21.4425,106.55778,1194,Rất tốt,3.14584999999781e-05,21.43703,106.55654,621.6290283764027
Tỉnh Bắc Giang,Huyện Lục Ngạn,Hồng Giang,10348,7561.0,,Xã,219.0,24.0,21.40472,106.60861,1300,Rất tốt,8.097170000004601e-05,21.39663,106.61255,987.7267027856084
Tỉnh Bắc Giang,Huyện Lục Ngạn,Kim Sơn,2415,7564.0,,Xã,219.0,24.0,21.41611,106.74444,1184,Tốt,5.960000000031905e-08,21.41631,106.74458,26.54434703404002
Tỉnh Bắc Giang,Huyện Lục Ngạn,Tân Hoa,6978,7567.0,,Xã,219.0,24.0,21.395,106.70889,1183,Tốt,9.458499999983375e-06,21.39428,106.71188,319.74733631423106
Tỉnh Bắc Giang,Huyện Lục Ngạn,Giáp Sơn,9363,7570.0,,Xã,219.0,24.0,21.40194,106.65278,1198,Khá,5.6078100000043715e-05,21.40719,106.64744,803.9949139378855
Tỉnh Bắc Giang,Huyện Lục Ngạn,Biển Động,8200,7573.0,,Xã,219.0,24.0,,,-1,Khá,,21.15035,107.36734,
Tỉnh Bắc Giang,Huyện Lục Ngạn,Quý Sơn,18003,7576.0,,Xã,219.0,24.0,21.37806,106.50944,1174,Tốt,2.668999999980525e-07,21.37844,106.50909,55.66664320503002
Tỉnh Bắc Giang,Huyện Lục Ngạn,Trù Hựu,9741,7579.0,,Xã,219.0,24.0,21.38972,106.54917,1196,Rất tốt,1.1426000000051477e-06,21.39021,106.55012,112.44182392369709
Tỉnh Bắc Giang,Huyện Lục Ngạn,Phì Điền,5372,7582.0,,Xã,219.0,24.0,21.3975,106.66389,1199,Tốt,0.00033265089999997345,21.38745,106.67911,1931.821183833028
Tỉnh Bắc Giang,Huyện Lục Ngạn,Nghĩa Hồ,7205,,,,,,,,-1,Khá,,21.15035,107.36734,
Tỉnh Bắc Giang,Huyện Lục Ngạn,Tân Quang,10451,7588.0,,Xã,219.0,24.0,21.3675,106.64306,1301,Tốt,2.528719999997314e-05,21.37184,106.6456,549.606556540513
Tỉnh Bắc Giang,Huyện Lục Ngạn,Đồng Cốc,5952,7591.0,,Xã,219.0,24.0,21.36333,106.69139,1181,Tốt,7.66879999999461e-06,21.36605,106.69087,307.2063164282826
Tỉnh Bắc Giang,Huyện Lục Ngạn,Tân Lập,8310,7594.0,,Xã,219.0,24.0,,,-1,Khá,,21.15035,107.36734,
Tỉnh Bắc Giang,Huyện Lục Ngạn,Phú Nhuận,4561,7597.0,,Xã,219.0,24.0,21.34444,106.73083,1180,Khá,1.377770000002071e-05,21.3416,106.73322,401.2438487078145
Tỉnh Bắc Giang,Huyện Lục Ngạn,Mỹ An,6351,7600.0,,Xã,219.0,24.0,21.32694,106.51889,1176,Rất tốt,7.401999999998397e-05,21.32404,106.52699,898.843679629528
Tỉnh Bắc Giang,Huyện Lục Ngạn,Nam Dương,8862,7603.0,,Xã,219.0,24.0,21.33583,106.57278,1197,Khá,1.2294100000017152e-05,21.33604,106.57628,363.2602392173439
Tỉnh Bắc Giang,Huyện Lục Ngạn,Tân Mộc,6499,7606.0,,Xã,219.0,24.0,21.29944,106.59028,1177,Tốt,7.82441999999865e-05,21.29443,106.59757,938.4857259020407
Tỉnh Bắc Giang,Huyện Lục Ngạn,Đèo Gia,4916,7609.0,,Xã,219.0,24.0,21.29972,106.71361,1179,Không có thông tin,1.5967299999996184e-05,21.29684,106.71084,430.0097098305188
Tỉnh Bắc Giang,Huyện Lục Ngạn,Phượng Sơn,11993,7612.0,,Xã,219.0,24.0,,,-1,Khá,,21.15035,107.36734,
Tỉnh Bắc Giang,Huyện Sơn Động,An Châu,4972,7615.0,,Thị trấn,220.0,24.0,,,-1,Khá,,21.15035,107.36734,
Tỉnh Bắc Giang,Huyện Sơn Động,Thanh Sơn,4532,,,,,,,,-1,Khá,,21.15035,107.36734,
Tỉnh Bắc Giang,Huyện Sơn Động,Thạch Sơn,516,,,,,,,,-1,Khá,,21.15035,107.36734,
Tỉnh Bắc Giang,Huyện Sơn Động,Vân Sơn,3016,7621.0,,Xã,220.0,24.0,21.40028,106.91833,1203,Rất tốt,0.0001291796999998321,21.39434,106.90864,1201.1205323810689
Tỉnh Bắc Giang,Huyện Sơn Động,Hữu Sản,2204,7624.0,,Xã,220.0,24.0,21.40722,106.96333,1204,Khá,1.4107600000011577e-05,21.40398,106.96143,410.46960144221896
Tỉnh Bắc Giang,Huyện Sơn Động,Quế Sơn,2918,,,,,,,,-1,Khá,,21.15035,107.36734,
Tỉnh Bắc Giang,Huyện Sơn Động,Phúc Thắng,1377,,,,,,,,-1,Khá,,21.15035,107.36734,
Tỉnh Bắc Giang,Huyện Sơn Động,Chiên Sơn,2498,,,,,,,,-1,Khá,,21.15035,107.36734,
Tỉnh Bắc Giang,Huyện Sơn Động,Giáo Liêm,2756,7636.0,,Xã,220.0,24.0,21.38222,106.8275,1218,Tốt,1.4396499999962775e-05,21.3824,106.82371,392.93126075238416
Tỉnh Bắc Giang,Huyện Sơn Động,Vĩnh Khương,1973,,,,,,,,-1,Khá,,21.15035,107.36734,
Tỉnh Bắc Giang,Huyện Sơn Động,Cẩm Đàn,3505,7642.0,,Xã,220.0,24.0,21.36167,106.76972,1217,Tốt,1.3939999999919392e-05,21.36037,106.77322,390.2095000683107
Tỉnh Bắc Giang,Huyện Sơn Động,An Lạc,3069,7645.0,,Xã,220.0,24.0,21.3275,106.945,1206,Tốt,8.541130000011161e-05,21.32318,106.95317,973.0902644548623
Tỉnh Bắc Giang,Huyện Sơn Động,An Lập,5927,,,,,,,,-1,Khá,,21.15035,107.36734,
Tỉnh Bắc Giang,Huyện Sơn Động,Yên Định,4272,7651.0,,Xã,220.0,24.0,21.335,106.79306,1216,Khá,2.0637000000013802e-05,21.33053,106.79387,504.07215643222446
Tỉnh Bắc Giang,Huyện Sơn Động,Lệ Viễn,3376,7654.0,,Xã,220.0,24.0,21.34556,106.89611,1205,Khá,1.3833999999961807e-05,21.34292,106.89349,399.7553002508585
Tỉnh Bắc Giang,Huyện Sơn Động,An Châu,4386,7615.0,,Thị trấn,220.0,24.0,,,-1,Khá,,21.15035,107.36734,
Tỉnh Bắc Giang,Huyện Sơn Động,An Bá,3690,7660.0,,Xã,220.0,24.0,21.30083,106.82167,1213,Khá,3.406930000005789e-05,21.2961,106.82509,634.163638267158
Tỉnh Bắc Giang,Huyện Sơn Động,Tuấn Đạo,4361,7663.0,,Xã,220.0,24.0,21.26194,106.73944,1215,Khá,0.00010856169999982497,21.26305,106.7498,1080.6346319760607
Tỉnh Bắc Giang,Huyện Sơn Động,Dương Hưu,5438,7666.0,,Xã,220.0,24.0,21.23111,106.93222,1207,Khá,0.00011762920000000187,21.24055,106.93756,1186.654189380823
Tỉnh Bắc Giang,Huyện Sơn Động,Bồng Am,893,,,,,,,,-1,Khá,,21.15035,107.36734,
Tỉnh Bắc Giang,Huyện Sơn Động,Long Sơn,5116,7672.0,,Xã,220.0,24.0,21.22722,106.88028,1208,Tốt,8.373199999988172e-06,21.22678,106.87742,300.4513704501667
Tỉnh Bắc Giang,Huyện Sơn Động,Tuấn Mậu,2327,,,,,,,,-1,Khá,,21.15035,107.36734,
Tỉnh Bắc Giang,Huyện Sơn Động,Thanh Luận,2984,7678.0,,Xã,220.0,24.0,21.210481,106.807089,1211,Khá,0.00020415620199996834,21.19648,106.80994,1584.6464064959823
Tỉnh Bắc Giang,Huyện Yên Dũng,Neo,7816,,,,,,,,-1,Khá,,21.15035,107.36734,
Tỉnh Bắc Giang,Huyện Yên Dũng,Tân Dân,6857,,,,,,,,-1,Khá,,21.15035,107.36734,
Tỉnh Bắc Giang,Huyện Yên Dũng,Lão Hộ,3579,7684.0,,Xã,221.0,24.0,21.27472,106.29,1240,Tốt,8.980099999982933e-06,21.27492,106.29299,310.61221376614077
Tỉnh Bắc Giang,Huyện Yên Dũng,Hương Gián,10589,7690.0,,Xã,221.0,24.0,21.26,106.23944,1303,Rất tốt,5.274100000013424e-06,21.26046,106.24169,238.70607495412818
Tỉnh Bắc Giang,Huyện Yên Dũng,Tân An,4391,7682.0,,Thị trấn,221.0,24.0,,,-1,Khá,,21.15035,107.36734,
Tỉnh Bắc Giang,Huyện Yên Dũng,Quỳnh Sơn,6084,7702.0,,Xã,221.0,24.0,21.24833,106.29444,1239,Tốt,4.7920999999692004e-06,21.24669,106.29299,236.29836379990553
Tỉnh Bắc Giang,Huyện Yên Dũng,Nội Hoàng,8031,7708.0,,Xã,221.0,24.0,,,-1,Khá,,21.15035,107.36734,
Tỉnh Bắc Giang,Huyện Yên Dũng,Tiền Phong,8613,7711.0,,Xã,221.0,24.0,21.23167,106.16972,1221,Tốt,0.00011739920000002155,21.23361,106.15906,1125.7360827463244
Tỉnh Bắc Giang,Huyện Yên Dũng,Xuân Phú,8064,7714.0,,Xã,221.0,24.0,21.23806,106.26139,1241,Khá,5.56580000000299e-06,21.23843,106.26372,244.96736424646187
Tỉnh Bắc Giang,Huyện Yên Dũng,Tân Liễu,6314,7717.0,,Xã,221.0,24.0,21.23083,106.22472,1226,Rất tốt,2.6750799999976434e-05,21.22741,106.2286,553.4887495966591
Tỉnh Bắc Giang,Huyện Yên Dũng,Trí Yên,4804,7720.0,,Xã,221.0,24.0,21.22,106.31611,1237,Khá,2.0025000000165653e-06,21.21949,106.31743,148.11219534024838
Tỉnh Bắc Giang,Huyện Yên Dũng,Lãng Sơn,6957,7723.0,,Xã,221.0,24.0,21.22139,106.28639,1238,Rất tốt,9.892999999971438e-07,21.22156,106.28541,103.32536464833566
Tỉnh Bắc Giang,Huyện Yên Dũng,Yên Lư,15305,7726.0,,Xã,221.0,24.0,21.20083,106.18222,1228,Tốt,1.9422500000000595e-05,21.19643,106.18247,489.94367003733373
Tỉnh Bắc Giang,Huyện Yên Dũng,Tiến Dũng,7768,7729.0,,Xã,221.0,24.0,21.2075,106.27583,1236,Tốt,2.1596200000004484e-05,21.20331,106.27784,510.37877426557856
Tỉnh Bắc Giang,Huyện Yên Dũng,Nham Sơn,6114,,,,,,,,-1,Khá,,21.15035,107.36734,
Tỉnh Bắc Giang,Huyện Yên Dũng,Đức Giang,7645,7735.0,,Xã,221.0,24.0,21.19306,106.27917,1236,Tốt,0.0001068313999999726,21.20331,106.27784,1148.057945154584
Tỉnh Bắc Giang,Huyện Yên Dũng,Cảnh Thụy,6460,7738.0,,Xã,221.0,24.0,21.19528,106.26,1232,Rất tốt,8.558600000004331e-06,21.19643,106.26269,306.7986978150126
Tỉnh Bắc Giang,Huyện Yên Dũng,Tư Mại,8919,7741.0,,Xã,221.0,24.0,21.16917,106.25444,1231,Khá,6.392899999994154e-05,21.1768,106.25683,883.8690940413574
Tỉnh Bắc Giang,Huyện Yên Dũng,Thắng Cương,2588,,,,,,,,-1,Khá,,21.15035,107.36734,
Tỉnh Bắc Giang,Huyện Yên Dũng,Đồng Việt,6675,7747.0,,Xã,221.0,24.0,21.15583,106.30528,1234,Rất tốt,2.1518900000008845e-05,21.15993,106.30745,508.41061960572176
Tỉnh Bắc Giang,Huyện Yên Dũng,Đồng Phúc,8552,7750.0,,Xã,221.0,24.0,21.14611,106.28806,1233,Tốt,5.905999999996772e-06,21.14375,106.28748,269.2255362421783
Tỉnh Bắc Giang,Huyện Việt Yên, Bích Động,8405,,,,,,,,-1,Khá,,21.15035,107.36734,
Tỉnh Bắc Giang,Huyện Việt Yên,Nếnh,9952,7795.0,,Thị trấn,222.0,24.0,,,-1,Khá,,21.15035,107.36734,
Tỉnh Bắc Giang,Huyện Việt Yên,Thượng Lan,9265,7759.0,,Xã,222.0,24.0,21.32333,106.07056,1247,Tốt,5.489299999972971e-06,21.32175,106.07229,250.9555240359841
Tỉnh Bắc Giang,Huyện Việt Yên,Việt Tiến,10906,7762.0,,Xã,222.0,24.0,21.31861,106.04194,1246,Khá,2.7200000000021007e-05,21.32381,106.04234,579.6962518625862
Tỉnh Bắc Giang,Huyện Việt Yên,Nghĩa Trung,11222,7765.0,,Xã,222.0,24.0,21.30583,106.30472,2447,Khá,0.0002676020000001531,21.29757,106.2906,1727.248649763236
Tỉnh Bắc Giang,Huyện Việt Yên,Minh Đức,14295,7768.0,,Xã,222.0,24.0,21.31167,106.11,1248,Khá,1.0821199999983866e-05,21.31211,106.11326,341.23220299101246
Tỉnh Bắc Giang,Huyện Việt Yên,Hương Mai,10938,7771.0,,Xã,222.0,24.0,21.29306,106.04306,2451,Tốt,1.9016499999992543e-05,21.28904,106.04475,480.072881204466
Tỉnh Bắc Giang,Huyện Việt Yên,Tự Lạn,8295,7774.0,,Xã,222.0,24.0,21.29944,106.07361,1258,Rất tốt,3.06880999999791e-05,21.29489,106.07677,602.6192604460908
Tỉnh Bắc Giang,Huyện Việt Yên,Bích Sơn,8505,,,,,,,,-1,Khá,,21.15035,107.36734,
Tỉnh Bắc Giang,Huyện Việt Yên,Trung Sơn,10879,7780.0,,Xã,222.0,24.0,21.26833,106.05361,1305,Tốt,4.1580499999903566e-05,21.2646,106.05887,684.916287159984
Tỉnh Bắc Giang,Huyện Việt Yên,Hồng Thái,9985,7783.0,,Xã,222.0,24.0,21.27056,106.12333,1249,Khá,2.376719999998164e-05,21.26942,106.12807,507.25522110166776
Tỉnh Bắc Giang,Huyện Việt Yên,Tiên Sơn,11882,7786.0,,Xã,222.0,24.0,21.2452,106.0463,1256,Tốt,4.3299999998782096e-08,21.24532,106.04647,22.101029496315192
Tỉnh Bắc Giang,Huyện Việt Yên,Tăng Tiến,10335,7789.0,,Xã,222.0,24.0,21.2575,106.15028,1250,Khá,3.0420000000531803e-07,21.25771,106.15079,57.77960488899098
Tỉnh Bắc Giang,Huyện Việt Yên,Quảng Minh,10795,7792.0,,Xã,222.0,24.0,21.2451,106.0872,1253,Tốt,2.689999999838958e-08,21.24497,106.0871,17.786660686064934
Tỉnh Bắc Giang,Huyện Việt Yên,Hoàng Ninh,20073,,,,,,,,-1,Khá,,21.15035,107.36734,
Tỉnh Bắc Giang,Huyện Việt Yên,Ninh Sơn,8955,7798.0,,Xã,222.0,24.0,,,-1,Khá,,21.15035,107.36734,
Tỉnh Bắc Giang,Huyện Việt Yên,Vân Trung,9064,7801.0,,Xã,222.0,24.0,21.22917,106.13028,1304,Tốt,6.7839999999968005e-06,21.22741,106.1322,279.1123979260044
Tỉnh Bắc Giang,Huyện Việt Yên,Vân Hà,8380,7804.0,,Xã,222.0,24.0,21.2188,106.0391,1257,Khá,1.9600000000505497e-08,21.2188,106.03924,14.511906787026957
Tỉnh Bắc Giang,Huyện Việt Yên,Quang Châu,13769,7807.0,,Xã,222.0,24.0,,,-1,Khá,,21.15035,107.36734,
Tỉnh Bắc Giang,Huyện Hiệp Hòa,Thắng,5931,7840.0,,Thị trấn,223.0,24.0,,,-1,Khá,,21.15035,107.36734,
Tỉnh Bắc Giang,Huyện Hiệp Hòa,Đồng Tân,3579,7813.0,,Xã,223.0,24.0,21.4225,105.96417,1279,Tốt,4.803999999998214e-06,21.42056,105.96315,240.17127421089253
Tỉnh Bắc Giang,Huyện Hiệp Hòa,Thanh Vân,5653,7816.0,,Xã,223.0,24.0,21.40694,105.96917,1278,Tốt,3.1391999999933825e-06,21.4061,105.97073,186.56289684951582
